user_id,item_id,quantity
139,50,20.2
139,68,20.3
140,14,32.9
140,24,33.1
140,27,75.2
140,40,75.0
140,64,75.3
141,2,48.7
141,3,79.5
141,10,56.7
141,11,37.9
141,13,51.2
141,18,39.0
141,20,80.0
141,27,25.3
141,31,65.4
141,33,31.8
141,40,25.0
141,41,84.2
141,47,65.8
141,50,49.7
141,51,41.7
141,54,37.9
141,64,24.9
141,67,48.3
141,68,49.3
141,73,65.6
141,77,41.4
141,81,31.4
141,82,51.3
141,83,31.7
141,85,79.8
141,86,38.7
141,87,48.3
141,89,83.9
141,91,84.6
141,93,48.5
141,97,56.7
142,3,5.8
142,4,54.7
142,6,14.0
142,14,83.5
142,20,5.8
142,24,83.5
142,26,14.3
142,27,53.1
142,38,2.2
142,40,53.4
142,46,54.8
142,50,95.6
142,60,54.8
142,63,2.4
142,64,52.6
142,68,95.4
142,85,6.1
143,15,45.8
143,17,37.6
143,25,38.0
143,31,49.7
143,39,37.8
143,44,37.4
143,47,49.5
143,73,49.7
143,84,45.6
144,13,23.8
144,16,83.9
144,17,39.7
144,19,84.1
144,21,68.7
144,22,68.8
144,23,33.8
144,25,40.2
144,36,97.2
144,39,39.3
144,44,39.8
144,50,53.5
144,51,23.0
144,52,69.4
144,55,33.4
144,59,69.1
144,66,84.0
144,68,53.7
144,70,73.5
144,76,97.3
144,77,23.4
144,79,96.8
144,80,97.0
144,82,23.8
144,92,73.3
144,94,96.9
145,15,9.9
145,27,86.6
145,40,86.6
145,51,9.9
145,64,86.4
145,70,95.2
145,77,9.9
145,84,9.8
145,92,94.7
146,11,55.3
146,54,55.3
147,4,84.3
147,13,89.1
147,17,69.9
147,18,92.2
147,23,81.1
147,25,69.8
147,28,57.9
147,29,8.5
147,30,58.2
147,39,70.3
147,44,69.9
147,46,84.6
147,55,81.4
147,60,84.6
147,82,89.2
147,86,92.7
147,98,8.2
148,11,19.0
148,14,89.4
148,17,19.9
148,24,89.5
148,25,19.7
148,38,90.7
148,39,19.7
148,44,19.8
148,50,58.4
148,54,18.7
148,63,90.3
148,68,58.1
149,6,89.0
149,12,19.2
149,16,37.8
149,19,37.8
149,26,89.3
149,41,54.6
149,43,19.1
149,51,21.8
149,52,22.6
149,57,24.2
149,58,23.9
149,59,22.6
149,66,38.2
149,70,65.8
149,71,19.4
149,77,22.0
149,89,54.7
149,91,54.8
149,92,66.1
150,1,89.1
150,7,56.1
150,9,56.0
150,16,25.1
150,19,25.0
150,29,26.9
150,35,49.1
150,38,80.8
150,41,91.1
150,45,55.6
150,48,88.9
150,50,54.8
150,51,80.6
150,52,8.1
150,57,17.4
150,58,17.5
150,59,8.4
150,62,56.5
150,63,81.3
150,66,25.3
150,68,54.5
150,72,49.5
150,74,56.5
150,77,80.2
150,78,48.7
150,89,90.9
150,91,91.5
150,95,55.6
150,98,27.2
151,11,10.9
151,16,86.1
151,19,86.5
151,36,83.5
151,54,10.8
151,66,86.0
151,76,83.1
151,80,83.8
152,1,83.5
152,16,34.5
152,19,34.7
152,37,90.5
152,48,83.9
152,51,22.5
152,52,6.7
152,56,90.2
152,59,6.5
152,61,90.1
152,66,34.1
152,69,90.9
152,77,22.2
152,79,7.1
152,94,6.7
153,2,83.8
153,8,89.7
153,10,48.7
153,18,54.0
153,34,89.5
153,53,89.3
153,57,32.5
153,58,32.4
153,67,84.2
153,86,53.6
153,87,83.8
153,93,83.5
153,97,48.7
154,1,30.3
154,23,6.7
154,48,29.8
154,52,99.2
154,55,6.7
154,59,99.4
155,4,60.3
155,8,23.0
155,10,50.5
155,14,90.7
155,21,26.4
155,22,26.7
155,24,90.2
155,29,24.3
155,34,22.8
155,46,60.0
155,50,66.3
155,53,23.1
155,60,60.6
155,68,65.9
155,97,50.1
155,98,23.8
156,1,9.0
156,31,39.0
156,33,98.1
156,47,38.9
156,48,8.7
156,73,39.4
156,81,98.2
156,83,97.9
157,2,82.5
157,18,37.2
157,67,82.8
157,86,37.7
157,87,82.0
157,93,82.9
158,4,38.7
158,18,48.3
158,21,84.2
158,22,83.7
158,35,64.4
158,41,62.7
158,46,38.4
158,60,38.4
158,72,64.6
158,78,64.6
158,86,48.8
158,89,62.7
158,91,63.2
159,4,78.0
159,12,81.3
159,18,44.2
159,38,17.7
159,43,81.3
159,46,78.1
159,50,19.3
159,52,38.2
159,57,97.8
159,58,97.9
159,59,38.1
159,60,77.8
159,63,17.6
159,68,19.4
159,71,81.2
159,86,43.9
160,3,49.2
160,10,36.9
160,11,35.9
160,18,93.0
160,20,49.5
160,27,92.1
160,40,91.9
160,50,19.9
160,54,35.5
160,64,91.7
160,68,19.6
160,85,49.5
160,86,93.2
160,97,36.6
161,0,91.8
161,5,94.9
161,32,92.1
161,65,92.1
161,75,98.7
161,88,90.5
162,10,64.9
162,12,92.1
162,43,92.3
162,71,91.9
162,97,64.5
163,6,54.0
163,7,28.0
163,13,19.9
163,14,48.8
163,16,56.5
163,19,56.5
163,24,49.0
163,26,54.3
163,27,86.0
163,28,3.5
163,29,64.6
163,30,3.3
163,37,26.2
163,40,86.1
163,42,48.2
163,52,54.8
163,56,25.7
163,59,54.7
163,61,25.8
163,62,28.3
163,64,86.4
163,66,56.1
163,69,25.9
163,74,28.1
163,82,19.7
163,90,47.8
163,95,28.0
163,96,48.6
163,98,64.9
164,3,48.8
164,4,80.8
164,8,81.4
164,17,2.2
164,18,28.1
164,20,48.3
164,25,2.6
164,34,80.9
164,39,2.2
164,44,1.9
164,46,80.6
164,53,81.7
164,60,80.5
164,85,48.9
164,86,28.1
165,7,52.0
165,8,69.8
165,18,91.4
165,23,71.1
165,28,1.9
165,29,53.7
165,30,2.4
165,31,68.1
165,33,40.5
165,34,69.8
165,36,53.6
165,47,68.4
165,53,70.3
165,55,70.7
165,62,51.9
165,73,68.2
165,74,52.3
165,76,53.9
165,79,87.6
165,80,53.5
165,81,40.3
165,83,40.7
165,86,91.0
165,94,87.5
165,95,52.1
165,98,53.2
166,14,6.4
166,24,6.1
167,9,36.2
167,18,55.7
167,29,17.7
167,31,30.5
167,45,36.0
167,47,30.0
167,52,47.0
167,59,46.6
167,73,30.3
167,86,55.9
167,98,17.6
168,7,73.1
168,18,19.9
168,57,54.9
168,58,54.8
168,62,73.0
168,74,72.8
168,86,20.0
168,95,72.6
169,1,87.6
169,2,60.5
169,4,92.8
169,7,12.8
169,27,94.2
169,28,1.4
169,30,1.3
169,37,25.3
169,38,55.6
169,40,94.6
169,41,86.8
169,42,7.3
169,46,93.0
169,48,87.9
169,50,25.3
169,52,77.9
169,56,25.3
169,59,77.7
169,60,92.9
169,61,25.7
169,62,12.9
169,63,55.2
169,64,93.9
169,67,60.2
169,68,25.4
169,69,25.4
169,74,12.6
169,87,60.7
169,89,86.7
169,90,7.2
169,91,86.5
169,93,60.6
169,95,12.6
169,96,7.5
171,4,55.7
171,6,18.1
171,8,80.5
171,12,4.5
171,14,18.3
171,18,39.0
171,24,18.5
171,26,17.8
171,33,22.0
171,34,80.1
171,35,29.9
171,41,33.7
171,43,4.3
171,46,55.9
171,53,80.7
171,60,55.9
171,71,4.6
171,72,30.0
171,78,29.4
171,79,4.7
171,81,22.2
171,83,22.0
171,86,38.5
171,89,33.7
171,91,33.5
171,94,4.2
172,1,90.7
172,8,75.6
172,11,13.0
172,18,27.3
172,27,44.8
172,33,98.5
172,34,75.8
172,40,44.6
172,48,90.7
172,50,46.9
172,53,75.5
172,54,13.2
172,64,45.1
172,68,47.0
172,81,98.6
172,83,98.8
172,86,26.9
173,3,33.8
173,4,52.7
173,20,33.5
173,46,52.8
173,60,52.8
173,85,34.1
174,33,56.0
174,81,56.3
174,83,55.9
175,2,12.4
175,7,40.6
175,10,45.4
175,11,25.8
175,12,87.6
175,14,63.9
175,21,65.8
175,22,66.1
175,24,63.4
175,43,87.3
175,51,20.9
175,54,26.1
175,62,40.7
175,67,12.3
175,71,87.7
175,74,40.2
175,77,21.0
175,87,12.7
175,93,12.5
175,95,40.5
175,97,44.9
176,7,16.7
176,13,93.9
176,14,2.4
176,15,83.4
176,23,4.4
176,24,2.1
176,27,64.6
176,33,80.2
176,40,64.8
176,51,97.8
176,55,4.8
176,57,62.1
176,58,62.3
176,62,16.6
176,64,64.5
176,74,16.7
176,77,97.6
176,81,80.1
176,82,94.1
176,83,80.3
176,84,83.1
176,95,16.7
177,3,64.3
177,8,78.7
177,9,63.0
177,12,56.9
177,17,15.3
177,20,63.9
177,21,29.9
177,22,29.4
177,25,15.0
177,28,49.9
177,30,49.9
177,31,56.2
177,34,78.4
177,35,14.0
177,39,15.4
177,43,57.4
177,44,15.3
177,45,62.8
177,47,56.3
177,53,79.0
177,71,56.7
177,72,14.0
177,73,56.5
177,78,13.8
177,85,64.6
178,7,4.4
178,11,34.2
178,16,90.9
178,19,90.9
178,23,5.6
178,33,25.3
178,38,95.8
178,51,8.4
178,54,34.6
178,55,6.1
178,62,4.4
178,63,96.1
178,66,90.7
178,74,4.8
178,77,8.5
178,81,25.3
178,83,25.6
178,95,4.6
179,1,10.8
179,7,83.0
179,8,45.1
179,9,84.4
179,13,67.4
179,16,28.3
179,19,28.0
179,34,45.1
179,36,28.1
179,45,84.4
179,48,10.8
179,53,45.3
179,62,82.7
179,66,28.3
179,74,83.0
179,76,28.4
179,80,28.2
179,82,67.0
179,95,82.6
180,11,1.8
180,13,60.2
180,15,92.8
180,16,30.7
180,19,30.4
180,54,1.7
180,66,31.2
180,82,59.9
180,84,93.1
181,1,75.8
181,10,59.3
181,11,73.5
181,15,8.6
181,48,75.8
181,51,87.3
181,54,73.2
181,70,10.8
181,77,87.7
181,79,54.7
181,84,8.5
181,92,11.1
181,94,55.1
181,97,59.3
182,11,53.4
182,27,32.5
182,40,32.0
182,42,48.4
182,51,44.6
182,54,53.2
182,64,32.3
182,77,44.2
182,90,48.6
182,96,48.1
183,7,51.7
183,8,70.9
183,11,67.9
183,14,77.0
183,15,78.4
183,24,77.2
183,27,54.8
183,34,70.8
183,40,54.7
183,53,71.1
183,54,68.1
183,62,51.7
183,64,54.7
183,74,51.6
183,84,78.1
183,95,51.9
184,3,87.8
184,4,16.1
184,17,38.1
184,20,87.6
184,25,38.5
184,29,88.0
184,37,23.3
184,39,38.5
184,44,38.5
184,46,15.8
184,51,14.9
184,56,23.6
184,60,16.1
184,61,23.0
184,69,23.2
184,77,15.3
184,85,88.0
184,98,88.4
185,4,64.3
185,6,80.8
185,18,73.0
185,26,80.5
185,27,75.5
185,31,13.4
185,37,99.3
185,40,75.4
185,46,64.4
185,47,13.6
185,56,99.2
185,60,64.1
185,61,99.6
185,64,75.8
185,69,98.8
185,73,13.3
185,86,73.2
186,36,35.4
186,76,35.0
186,80,35.1
187,1,41.7
187,2,41.1
187,9,64.1
187,11,71.1
187,12,26.8
187,13,18.4
187,16,64.6
187,19,64.5
187,21,6.7
187,22,6.7
187,23,30.2
187,31,2.2
187,33,50.2
187,38,16.5
187,42,64.7
187,43,27.1
187,45,64.3
187,47,2.1
187,48,41.3
187,54,70.7
187,55,30.0
187,57,23.4
187,58,23.1
187,63,16.8
187,66,65.0
187,67,40.9
187,70,82.7
187,71,26.8
187,73,2.4
187,81,49.9
187,82,18.4
187,83,50.6
187,87,41.0
187,90,64.3
187,92,83.0
187,93,41.1
187,96,64.4
188,9,62.1
188,18,80.3
188,31,90.3
188,37,50.6
188,45,62.6
188,47,90.6
188,52,79.9
188,56,50.8
188,59,79.8
188,61,50.2
188,69,51.1
188,73,90.5
188,86,80.0
189,10,95.7
189,97,95.3
190,8,6.7
190,14,93.2
190,17,14.4
190,24,92.9
190,25,14.1
190,28,9.3
190,30,9.5
190,31,97.4
190,34,6.8
190,37,14.8
190,39,14.8
190,44,14.1
190,47,97.8
190,51,13.7
190,53,6.9
190,56,15.2
190,61,14.8
190,69,15.2
190,73,97.4
190,77,14.1
191,31,17.0
191,47,16.5
191,73,16.8
192,3,95.2
192,4,85.8
192,6,94.7
192,7,56.8
192,8,25.7
192,15,39.3
192,16,16.0
192,19,15.7
192,20,95.4
192,26,94.9
192,29,12.3
192,34,25.4
192,38,44.0
192,46,85.5
192,53,25.6
192,60,86.1
192,62,56.9
192,63,43.9
192,66,15.8
192,74,56.4
192,79,76.4
192,84,38.8
192,85,94.9
192,94,76.1
192,95,57.0
192,98,11.9
193,4,86.8
193,15,51.0
193,18,85.7
193,41,28.5
193,46,87.1
193,50,93.5
193,57,66.3
193,58,65.8
193,60,87.2
193,68,93.2
193,79,76.2
193,84,50.7
193,86,86.0
193,89,28.9
193,91,28.6
193,94,76.7
194,1,86.9
194,3,47.2
194,4,5.6
194,11,10.2
194,13,58.1
194,17,37.2
194,20,47.2
194,21,42.3
194,22,42.1
194,25,37.1
194,29,64.5
194,31,58.6
194,38,55.2
194,39,37.6
194,44,37.1
194,46,5.6
194,47,58.3
194,48,87.2
194,54,9.9
194,60,5.9
194,63,54.9
194,70,52.6
194,73,58.2
194,82,58.4
194,85,47.4
194,92,52.7
194,98,64.9
195,1,14.4
195,9,13.7
195,10,97.7
195,14,77.1
195,24,77.1
195,28,21.4
195,30,21.4
195,36,6.4
195,45,13.5
195,48,14.3
195,50,63.5
195,68,63.3
195,76,6.4
195,80,6.6
195,97,97.3
196,7,16.8
196,14,57.1
196,24,56.8
196,27,19.7
196,28,11.9
196,30,11.8
196,36,18.9
196,40,19.4
196,51,96.2
196,62,16.3
196,64,19.6
196,74,16.4
196,76,19.1
196,77,95.8
196,80,18.8
196,95,17.3
197,6,39.8
197,26,39.5
197,28,73.8
197,29,75.0
197,30,73.7
197,36,6.8
197,57,32.1
197,58,32.0
197,76,6.5
197,80,6.8
197,98,75.1
198,6,98.5
198,26,98.4
198,31,28.6
198,47,28.8
198,73,28.6
199,2,21.4
199,6,16.9
199,11,82.6
199,14,22.5
199,16,95.5
199,19,95.3
199,24,22.3
199,26,16.9
199,28,3.6
199,30,3.1
199,35,94.4
199,42,78.8
199,52,40.7
199,54,82.7
199,57,39.2
199,58,39.2
199,59,41.2
199,66,95.2
199,67,21.2
199,72,94.2
199,78,94.6
199,87,21.9
199,90,78.6
199,93,21.5
199,96,79.0
200,1,86.2
200,48,86.1
201,13,51.7
201,14,22.6
201,17,40.3
201,23,56.8
201,24,22.6
201,25,40.1
201,36,79.2
201,39,40.6
201,42,80.0
201,44,40.5
201,52,70.4
201,55,56.6
201,57,44.7
201,58,44.8
201,59,70.1
201,70,62.9
201,76,79.6
201,79,91.0
201,80,78.8
201,82,51.7
201,90,79.6
201,92,62.4
201,94,91.1
201,96,79.9
202,2,64.7
202,3,65.8
202,8,91.0
202,14,19.6
202,20,66.2
202,24,19.7
202,34,91.0
202,53,91.0
202,67,64.2
202,85,65.3
202,87,65.2
202,93,64.8
203,2,82.9
203,4,64.9
203,7,7.9
203,11,11.0
203,16,47.1
203,19,46.7
203,23,21.4
203,36,13.0
203,41,75.7
203,46,64.5
203,51,64.2
203,54,11.1
203,55,21.2
203,60,65.3
203,62,7.9
203,66,47.0
203,67,83.2
203,70,51.1
203,74,8.1
203,76,13.0
203,77,64.0
203,80,13.2
203,87,82.4
203,89,75.6
203,91,75.8
203,92,50.7
203,93,83.2
203,95,7.5
204,2,73.8
204,9,77.2
204,17,12.0
204,25,12.3
204,35,13.9
204,37,77.8
204,39,12.3
204,44,12.0
204,45,76.7
204,56,78.1
204,61,77.9
204,67,74.3
204,69,77.9
204,70,66.8
204,72,14.2
204,78,14.2
204,79,68.7
204,87,74.2
204,92,66.5
204,93,73.8
204,94,68.8
205,1,19.8
205,21,5.6
205,22,5.6
205,27,65.2
205,29,63.8
205,31,39.1
205,35,64.6
205,37,70.5
205,38,72.1
205,40,65.4
205,47,39.2
205,48,19.6
205,56,70.6
205,61,70.3
205,63,72.3
205,64,64.7
205,69,70.4
205,72,64.2
205,73,38.7
205,78,64.7
205,79,26.6
205,94,26.7
205,98,63.8
206,3,10.1
206,7,19.6
206,8,85.2
206,13,4.3
206,17,30.1
206,20,9.9
206,25,30.2
206,28,22.1
206,30,22.3
206,34,85.0
206,35,85.9
206,37,99.0
206,39,30.1
206,44,30.6
206,52,75.3
206,53,84.9
206,56,98.9
206,57,41.2
206,58,41.4
206,59,75.4
206,61,99.3
206,62,19.6
206,69,99.2
206,72,85.5
206,74,19.1
206,78,86.1
206,82,4.7
206,85,10.0
206,95,19.8
207,9,73.6
207,11,29.0
207,13,72.3
207,15,50.6
207,23,62.5
207,27,31.8
207,36,94.2
207,40,31.9
207,45,73.6
207,54,28.6
207,55,62.1
207,64,31.4
207,70,16.3
207,76,94.0
207,80,94.1
207,82,71.9
207,84,50.6
207,92,16.5
208,15,27.3
208,33,61.6
208,35,19.7
208,41,42.2
208,72,19.5
208,78,19.4
208,81,61.7
208,83,61.7
208,84,27.0
208,89,42.3
208,91,42.4
209,10,75.2
209,29,82.2
209,42,22.3
209,90,22.7
209,96,22.5
209,97,74.9
209,98,81.9
210,50,20.3
210,68,20.2
211,1,84.2
211,10,47.4
211,11,52.9
211,13,93.4
211,14,74.0
211,24,74.0
211,37,39.0
211,48,84.4
211,50,89.6
211,52,74.1
211,54,53.1
211,56,38.8
211,59,73.9
211,61,39.2
211,68,89.3
211,69,38.7
211,82,93.6
211,97,47.2
212,6,45.1
212,9,46.6
212,21,8.2
212,22,8.2
212,26,45.5
212,27,59.7
212,29,34.3
212,40,59.8
212,41,72.2
212,45,46.2
212,64,59.3
212,89,71.9
212,91,72.0
212,98,34.3
213,4,82.0
213,7,78.9
213,11,27.6
213,12,37.5
213,14,31.8
213,24,31.7
213,37,21.7
213,43,37.1
213,46,82.4
213,50,65.7
213,54,27.9
213,56,22.0
213,60,81.5
213,61,21.5
213,62,79.0
213,68,65.5
213,69,21.6
213,71,37.0
213,74,79.1
213,95,78.7
214,3,98.3
214,14,82.6
214,20,98.0
214,21,92.3
214,22,92.1
214,24,82.8
214,33,3.7
214,79,53.8
214,81,4.1
214,83,4.1
214,85,97.9
214,94,53.4
215,2,46.6
215,23,69.5
215,55,69.3
215,67,46.3
215,87,46.2
215,93,46.2
216,7,9.9
216,17,11.0
216,25,10.9
216,29,23.5
216,35,32.2
216,39,10.8
216,41,90.2
216,44,11.4
216,62,9.8
216,72,31.9
216,74,9.7
216,78,32.3
216,89,90.3
216,91,90.6
216,95,10.2
216,98,23.3
217,2,34.6
217,4,74.0
217,7,84.6
217,11,98.8
217,12,75.3
217,15,63.9
217,17,92.3
217,25,92.2
217,29,93.8
217,36,33.0
217,39,92.7
217,43,75.2
217,44,92.2
217,46,74.3
217,50,59.2
217,52,58.0
217,54,99.1
217,59,57.6
217,60,73.7
217,62,85.0
217,67,34.3
217,68,58.7
217,71,75.7
217,74,84.9
217,76,33.5
217,80,32.9
217,84,64.2
217,87,34.2
217,93,34.1
217,95,84.9
217,98,93.7
219,6,41.6
219,7,89.8
219,14,9.7
219,24,10.1
219,26,41.8
219,37,63.1
219,56,62.7
219,61,63.3
219,62,89.8
219,69,63.2
219,74,89.6
219,95,89.3
220,6,79.5
220,8,17.5
220,9,71.7
220,11,18.5
220,18,25.3
220,26,79.7
220,27,55.1
220,28,56.8
220,30,56.7
220,31,46.5
220,34,17.3
220,35,91.3
220,38,71.9
220,40,55.4
220,45,71.8
220,47,46.7
220,52,23.3
220,53,17.5
220,54,18.6
220,59,22.8
220,63,71.5
220,64,54.9
220,72,91.6
220,73,46.6
220,78,91.3
220,86,25.6
221,3,50.5
221,4,38.3
221,10,82.8
221,20,50.8
221,35,10.6
221,37,73.1
221,41,57.9
221,46,38.6
221,56,73.0
221,60,38.7
221,61,73.0
221,69,72.7
221,70,65.7
221,72,11.0
221,78,10.4
221,85,50.3
221,89,57.9
221,91,58.2
221,92,66.1
221,97,83.2
222,4,30.4
222,6,42.5
222,13,72.7
222,26,42.4
222,27,91.4
222,40,91.3
222,42,21.6
222,46,30.5
222,60,30.1
222,64,91.5
222,82,72.5
222,90,21.8
222,96,21.9
223,10,24.8
223,97,24.5
224,2,4.6
224,3,49.6
224,8,42.6
224,20,49.4
224,34,42.9
224,53,42.1
224,67,4.3
224,85,49.3
224,87,4.5
224,93,4.8
225,0,90.1
225,5,96.6
225,32,93.3
225,65,90.5
225,75,96.3
225,88,92.8
226,3,92.8
226,8,7.3
226,9,73.7
226,13,40.6
226,14,23.1
226,17,61.7
226,20,93.1
226,23,31.5
226,24,23.0
226,25,61.7
226,27,54.8
226,34,7.2
226,39,61.3
226,40,54.3
226,41,46.8
226,44,61.4
226,45,73.4
226,53,6.9
226,55,31.8
226,57,27.2
226,58,26.9
226,64,55.0
226,82,40.6
226,85,93.0
226,89,46.8
226,91,46.9
227,13,39.1
227,15,65.7
227,31,48.4
227,33,30.8
227,47,48.8
227,73,47.9
227,81,30.8
227,82,39.4
227,83,30.4
227,84,66.0
228,3,76.1
228,7,83.1
228,11,99.2
228,12,35.9
228,13,87.2
228,15,4.3
228,20,76.1
228,23,32.7
228,28,28.2
228,30,28.5
228,31,41.2
228,35,94.8
228,38,44.8
228,43,36.1
228,47,41.2
228,54,98.7
228,55,33.1
228,62,82.7
228,63,44.9
228,71,35.5
228,72,94.8
228,73,41.6
228,74,82.9
228,78,94.3
228,82,87.2
228,84,3.8
228,85,76.5
228,95,83.6
229,1,72.6
229,2,21.6
229,13,52.7
229,14,25.3
229,24,25.3
229,38,35.6
229,41,22.2
229,48,72.2
229,63,35.6
229,67,21.6
229,82,52.5
229,87,21.2
229,89,22.2
229,91,22.3
229,93,21.7
230,15,30.7
230,23,55.3
230,29,32.5
230,42,8.4
230,50,7.0
230,55,54.8
230,68,6.6
230,84,30.4
230,90,8.5
230,96,8.2
230,98,33.0
231,2,51.1
231,4,5.0
231,46,5.1
231,60,5.4
231,67,51.0
231,87,51.0
231,93,51.6
232,15,11.9
232,16,30.2
232,17,62.2
232,19,29.9
232,25,62.3
232,31,76.8
232,35,19.7
232,39,61.8
232,41,3.9
232,42,32.0
232,44,62.4
232,47,76.8
232,52,51.1
232,57,13.2
232,58,13.6
232,59,51.2
232,66,30.5
232,72,19.8
232,73,77.2
232,78,19.4
232,84,12.0
232,89,3.8
232,90,32.3
232,91,4.4
232,96,31.9
233,1,25.4
233,6,78.7
233,8,66.4
233,12,34.9
233,26,78.7
233,33,77.7
233,34,66.8
233,41,20.1
233,42,14.5
233,43,35.0
233,48,24.9
233,52,32.9
233,53,66.3
233,59,32.9
233,71,35.0
233,81,78.0
233,83,77.2
233,89,20.6
233,90,14.7
233,91,20.4
233,96,14.1
234,9,41.1
234,14,67.1
234,15,35.2
234,23,6.2
234,24,67.6
234,28,73.5
234,30,73.0
234,31,69.0
234,36,34.8
234,45,40.7
234,47,68.8
234,50,50.1
234,51,11.4
234,55,6.2
234,68,50.0
234,73,69.0
234,76,35.2
234,77,11.8
234,80,34.7
234,84,35.2
236,3,58.3
236,11,55.2
236,12,99.4
236,20,58.7
236,27,47.4
236,29,83.0
236,31,15.7
236,36,8.3
236,38,93.8
236,40,47.6
236,43,99.2
236,47,15.5
236,50,8.1
236,52,84.6
236,54,55.5
236,59,84.9
236,63,93.8
236,64,47.0
236,68,8.0
236,70,69.9
236,71,99.8
236,73,16.1
236,76,8.1
236,80,8.4
236,85,58.0
236,92,70.1
236,98,82.5
237,2,14.3
237,18,90.5
237,28,48.9
237,30,48.8
237,36,95.2
237,42,82.8
237,67,14.2
237,70,77.2
237,76,95.5
237,80,95.7
237,86,90.2
237,87,14.7
237,90,82.5
237,92,77.3
237,93,14.7
237,96,82.4
238,3,53.5
238,7,54.2
238,20,53.7
238,29,3.0
238,31,96.3
238,33,86.8
238,47,96.1
238,62,54.0
238,73,96.2
238,74,54.2
238,81,86.3
238,83,86.8
238,85,53.4
238,95,54.3
238,98,2.7
239,7,5.9
239,23,44.6
239,33,28.0
239,50,79.8
239,55,44.8
239,62,6.0
239,68,79.8
239,74,6.3
239,81,28.5
239,83,28.3
239,95,6.2
240,12,50.5
240,17,63.6
240,21,74.5
240,22,74.4
240,23,8.3
240,25,63.4
240,27,89.0
240,31,75.6
240,39,63.6
240,40,89.4
240,43,50.6
240,44,63.9
240,47,76.0
240,50,5.1
240,55,7.8
240,64,88.7
240,68,5.3
240,71,51.0
240,73,75.7
241,13,15.7
241,82,15.4
243,38,46.9
243,50,59.1
243,63,47.2
243,68,58.9
244,6,6.8
244,26,6.9
244,29,96.5
244,79,95.4
244,94,95.7
244,98,96.6
245,6,73.0
245,7,83.5
245,26,72.6
245,27,53.5
245,31,7.1
245,38,32.1
245,40,53.6
245,47,7.0
245,62,83.8
245,63,32.1
245,64,53.8
245,73,7.3
245,74,83.5
245,95,83.1
246,10,88.8
246,17,31.5
246,18,96.5
246,25,31.3
246,39,31.5
246,44,31.3
246,86,96.8
246,97,88.9
247,2,37.4
247,6,59.0
247,15,37.7
247,26,59.2
247,27,17.0
247,36,35.7
247,40,16.7
247,51,24.9
247,64,17.4
247,67,37.3
247,76,35.7
247,77,24.7
247,79,19.9
247,80,35.3
247,84,38.1
247,87,37.6
247,93,37.8
247,94,19.4
248,8,36.3
248,11,11.0
248,16,99.8
248,19,100.0
248,21,10.6
248,22,10.8
248,23,11.2
248,27,53.3
248,29,69.0
248,31,87.0
248,34,36.2
248,40,53.0
248,47,87.1
248,51,9.1
248,53,36.3
248,54,11.3
248,55,10.9
248,64,53.8
248,66,100.0
248,73,86.7
248,77,8.9
248,98,68.9
249,17,73.1
249,23,71.6
249,25,73.0
249,39,72.9
249,44,73.3
249,55,71.5
249,57,32.3
249,58,32.4
249,70,94.6
249,92,94.3
250,3,15.2
250,4,89.9
250,20,15.5
250,36,55.7
250,46,89.7
250,50,28.4
250,60,89.9
250,68,28.7
250,76,55.4
250,79,22.3
250,80,55.4
250,85,15.1
250,94,22.2
251,1,46.7
251,10,26.2
251,17,18.4
251,23,39.9
251,25,18.1
251,39,18.8
251,44,17.9
251,48,46.9
251,55,39.9
251,97,26.1
252,1,89.8
252,6,71.2
252,7,50.7
252,8,79.5
252,18,89.3
252,21,81.6
252,22,81.6
252,23,18.5
252,26,71.6
252,27,50.0
252,29,54.0
252,31,11.2
252,33,56.6
252,34,79.2
252,37,73.8
252,40,49.6
252,42,61.0
252,47,11.3
252,48,90.3
252,50,15.3
252,51,50.3
252,53,79.3
252,55,18.3
252,56,74.3
252,61,73.7
252,62,50.7
252,64,49.9
252,68,15.7
252,69,73.4
252,73,11.6
252,74,50.9
252,77,50.6
252,81,57.1
252,83,56.8
252,86,89.2
252,90,61.2
252,95,50.4
252,96,61.0
252,98,53.5
253,2,90.8
253,3,52.6
253,10,42.7
253,20,52.7
253,29,17.0
253,36,79.7
253,37,84.5
253,51,22.9
253,52,91.2
253,56,84.6
253,59,91.0
253,61,84.0
253,67,91.1
253,69,84.8
253,76,80.0
253,77,23.0
253,80,80.1
253,85,53.1
253,87,90.9
253,93,91.2
253,97,42.9
253,98,17.4
254,1,48.2
254,2,52.0
254,6,63.3
254,10,67.3
254,16,77.7
254,17,48.9
254,19,77.7
254,21,3.1
254,22,2.9
254,25,48.8
254,26,63.4
254,29,13.7
254,31,31.3
254,33,34.8
254,39,48.6
254,42,12.3
254,44,49.2
254,47,31.4
254,48,48.5
254,51,32.9
254,66,77.3
254,67,51.8
254,73,31.1
254,77,33.4
254,79,19.7
254,81,34.6
254,83,35.0
254,87,52.5
254,90,12.0
254,93,51.7
254,94,19.5
254,96,12.4
254,97,66.9
254,98,14.0
255,10,87.2
255,28,88.0
255,30,87.5
255,97,87.4
256,3,52.6
256,11,84.1
256,13,20.2
256,20,52.6
256,50,97.0
256,52,95.3
256,54,84.4
256,59,95.2
256,68,97.5
256,70,10.0
256,82,20.3
256,85,52.7
256,92,9.7
257,12,80.8
257,13,71.3
257,17,25.1
257,25,25.4
257,27,16.0
257,36,81.4
